,train_texts,train_labels
196,"Okay super radicales. ¿Qué vamos a hacer hoy? ¿Apoyar a alguna morra?

""No no, hoy es el día de esforzarnos para hacer un comunicado. Vamos a decir que no vamos a hacer nada""

¿nada? ¿Y qué pasó?

""Ah! Fue un caso de violencia contra una mujer. Pero es que es trans"" url",0
197,"@usuario Pobrecito..
No se le cayeron los lentes al mariquita. ?",2
198,"@usuario Las trans odiantes me están arrobando con cada post de odio que hacen.
Son los únicos comentarios que veo en la tab de comments.

Que se queden con su TikTok rancio.",0
199,"@usuario @usuario @usuario En este caso, ella es chica trans. Pero (parece) la acusaron de toqueteo para bajarla.",0
200,"Si. Un hombre trans. De nuez ese pedo de

A- no le damos chamba a los actores trans

B- contratamos mujeres para papeles de hombres trans y hombres para papeles de mujeres trans

De todos modos, prefiero se haga MAL la labor de inclusión a que no se haga. Baby steps Supongo. url",0
201,"Que quiero que vuelva vestida de lunes, que quiero sacarte todos los colores",1
202,@usuario para mí define un chingo. La generación de mis papás se esmera en hacer lo imposible para que yo deje de ser Trans.,0
203,@usuario @usuario Sólo quiere llamar la atención el joto,2
204,"@usuario Bi, disculpa el inconveniente, en que te podemos apoyar? - Saludos",1
205,"Mujer Trans es mujer.
Como decir Mujer Mexicana. Sigue siendo mujer. url",0
206,"estuve tanto tiempo vestida de modernilla, que casi me dieron ganas de ir al corona capital.  hashtag ysinembargoesunpañuelo url",1
207,"Ya no conozco a nadie en el pueblo, para salir, solo mi mejor amigo y el marica ya sé fue a dormir!!! Eso me obliga a beber solo  emoji cara triste pero aliviada emoji",2
208,"Y mi vida en mil colores
siempre te piensa y te sueña
y vestida de colores
te pide a gritos que vengas  emoji corazones giratorios emoji 
Brian Culbertson Official
@usuario
url",1
209,Aquí para darle duro y el mayate agarre duro también (@usuario Smart Fit Churubusco - @usuario) url,0
210,"* @usuario existe *

Chingos de activistas feministas radicales trans excluyentes: ""SI PUEDE HACER ESTO"", ""NO PUEDE HACER AQUELLO"", ""OPINO QUE NO DEBERÍA"", ""YO DECIDO, NO CIGUAPA""

* ciguapa.. sigue existiendo *",0
211,"NUEVO VIDEO en Diagno-Cis: ¿Por qué no tengo pareja, siendo trans? url

¿Me dan una mano pa' compartirle a todos?  emoji dos corazones emoji",0
212,@usuario asi como estaba hashtag camila @usuario ni yo me salvaba de la cornada vestida de rojo y con pierna descubierta pobre,1
213,"Mamá. !!! Que siempre si Marc es Gay  emoji persona haciendo el gesto de de acuerdo emoji 

hashtag caida libre hashtag homosensual @usuario Jardines De Tehuacan url",0
214,"Me extraña tanto que la comunidad LGBT tenga como un santo al Che Guevara, cuando su lema en la revolución fue:, ""La revolución no necesita peluqueros, el trabajo los hará hombres"".
Esto cuando funda el primer campo de concentración para rehabilitación de homosexuales.",0
215,@usuario Para mi que son los maricas amarillos que se hacen pasar por Rayados para Crear un mal ambiente en torno de mis Rayados.,2
216,"@usuario Bueno. Nomas por aclarar, es porque no fue una chica bond. 
Fue una extra, aparece caminando en la alberca literal dos segundos.

Que creo vale la pena tener en radar también ya que mide la DIMENSIÓN de zafarrancho que hicieron por que una persona trans estuviera en un set.",0
217,"Estuve en la presentación del libro ""el manual de la buena Lesbiana 2 "" de @usuario  Eres lo máximo putín!!! url",0
218,Sobreviviendo puto hashtag covid url,1
219,"Se que yo no soy la persona mas ""Varonil"" del mundo url La verdad es que no me siento nada atraído por un chico url

Surl  emoji dorso de mano con índice a la derecha emoji  emoji dorso de mano con índice a la izquierda emoji",0
220,"Tema 1: NO HAY CASI MUJERES TRANS ACTRICES (a nivel competitivo)

Tema 2: LAS QUE PUEDEN HACER EL ROL, con años de experiencia.. realmente son chicos que se llevan drageando por aaaños",0
221,"""@usuario: Los hombres dicen ""sólo fue sexo"" para no verse tan maricas.

Las mujeres dicen ""fue por amor"" para no verse tan putas.""",2
222,Alguna chica Bi para ahorita en Zamora???,0
223,"Ser homosexual implica que nunca hay agujero equivocado.

Punto para los gays.",2
224,"@usuario @usuario Wouh que rico emoji cara babeando emoji 

Te invito a que me sigas y veas que el material amateur que tengo de chacales, mayates y bisexuales del estado Chiapas, México emoji cara sonriendo con cuernos emoji",0
225,Se acuerdan que me volvía loca sus calcetines peculiares ?? Me vuelve más loca saber que es mi ochomesino favorito  emoji cara sonriendo con corazones emoji,1
226,"@usuario Por ahí hay un video de Sury que entrevista gente en la calle preguntando si saben la diferencia entre travesti transgénero transexual

Y no solo todo el mundo falla (y alguien dice ""trans es de tranza"")

Sino que a Sury se percata TODES responden ""trans es un hombre que..""",0
227,"Salud bisexual !

Jjaja perdón!",0
228,"Alguna pareja que quiera salir este viernes por la noche con esposa @usuario y conmigo???
La idea es ir por unos tragos, charlar y conocernos y si hay química irnos a pasarla bien los 4. Pao muy BI y Yo Herero  emoji cara sonriendo con cuernos emoji  emoji cara sonriendo con cuernos emoji  emoji cara sonriendo con cuernos emoji 
Somos de CDMX",0
229,@usuario quizá fue sólo para complacer a la incipiente mayoría homosexual de la facultad  emoji mujer bailando emoji  jaja,0
230,@usuario es lesbiana y le gusta lamerlas,0
231,Ya soy lesbiana,0
232,"De mis ex-relaciones, desde que salí del clóset. Las ""ex de Ophelia"":

- 2 volvieron al clóset y de plano niegan ser lesbianas o tener gusto por mujeres

- 3 transicionaron así que ahora ellas son ellos

- 1 vive queer, así que no es ""ella"" per se

... no se si tengo exnovias  emoji cara pensativa emoji",0
233,Y por supuesto que a la más básica y ridícula vestida de atrévete a soñar. JAJA,1
234,Que puta vergüenza.. @usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,1
235,Tyra Sanchez se volvió más loca amigos,1
236,"Somos CLOSE TO ME una serie BOYS LOVE suspenso en Monterrey Nuevo León emoji fantasma emoji  emoji bandera del arcoíris emoji 
GRAN ESTRENO EN FEBRERO!
SIGUENOS 
hashtag gaymexico hashtag gay hashtag gayboy hashtag instagay hashtag gayman hashtag gaylatino hashtag gaybrasil hashtag gayhot hashtag gaymen hashtag gayguy hashtag a hashtag gayespa hashtag gaypride hashtag gayusa hashtag gayfollow hashtag gaylove hashtag gaycolombia hashtag gaylife hashtag gayworld url",0
237,Maricon  @usuario url,2
238,"@usuario @usuario Pues si ya es trans la MissU , sigue siendo hombre? Digo, no he visto un hombre con vestido en eventos que se vea mejor que una mujer",0
239,"Uno de mis bff gay me dijo que le gusta una mujer.
hashtag alteraciondelordenmundial
hashtag breakingtheinternet",0
240,"Hoy si les ando manejando los memes bien homosexuales bbs, sorry not sorry.",0
241,"@usuario @usuario Seh.

Añade que algunos de los conceptos de diversidad que manejamos son de literal .. AYER.

Literal Newsweek en 1995: HAY GENTE QUE NO ES GAY Y NO ES HETERO, SINO AMBAS. url",0
242,"Como siempre con todas estas estadísticas. No es que ""USA haga a la gente más gay"".
Ni que ""la gente joven es más gay"".

Nomas que cada día más gente se siente más cómoda (o segura) de decirlo y REALMENTE todavía no sabemos cual es la ""tasa base"" de porcentaje de gente LGBT+",0
243,En este encuentro telefónico he recordado que estoy loca por ti  emoji notas musicales emoji,1
244,"@usuario No es queja, siempre he pensado es una deficiencia de mi lado y de como los espacios tan tildados a este tema suceden gracias a una muy merecida búsqueda de libertad.

Pero jijo. Ir a una peda lencha es lidiar con presión desde lo sexual FIJOOO.",0
245,"TOK es como una piedrita en el zapato de BI, tal vez no muy grande, pero ahhh que bien chinga",0
246,"Oooh vea, la ex-esposa de Peña Nieto es trans. url",0
247,@usuario ayer fue TDoR url,1
248,"@usuario okay te la compro (dont be so aggressive). Pero quiero entiendas, esta persona esta diciendo ""que horror gente trans en escuelas""",0
249,@usuario @usuario Hay un sector feminista que si apoya a los trans y otras no.,0
250,"Damm a Chivas, en su puta vida supo mandar un buen centro, ahora imagínense sin un 9 nato/bueno, gamadre",1
251,Vestida de mis amadas y admiradas @usuario @usuario Plaza Carso url,1
252,"Un vato guapo sube foto*

Gay twitter MX: url",0
253,Esa conceptualización errónea provoca la negativa a reconocer identidad genérica de menores de edad transgenero: @usuario,0
254,"La loca de las plantas atacó de nuevo este fin de semana pasado  emoji mono con los ojos tapados emoji  es una adicción  emoji cara revolviéndose de la risa emoji  en Torreon, Mexico url",1
255,"@usuario @usuario género en videojuegos, pero desde el punto de vista LGBT. Como si link es una mujer lesbiana y esas madres ^_^",0
256,Es que cuando eres trans tienes que ir al mecánico cada tantos kilómetros a que te verifiquen el fluido de género. url,0
257,"@usuario la cita no es ni marica ni de adolorido es una ""Obra Maestra"" :) jaja y ya sh.",2
258,"ESTA MACHORRA  NO SABE QUE EL ÚNICO PAYASO ES BROZO...

Y ELLOS, SON SU BROZA...!!

... url",2
259,Un compa postea la historia de la chica trans que es uber en Puebla y ella súper perrisima. url,0
260,hashtag tbt @usuario recibe premio de la comunidad Gay de la CDMX hashtag loveislove url,0
261,"Mis respetos para las drags, travestis y mujeres, como le hacen si todo lo que traen es carisimo? 
Neta una tira de cabello $1500 emoji cara sonriendo con sudor frío emoji  emoji cara triste pero aliviada emoji  emoji cara de loco emoji",0
262,"@usuario Hoy viernes de Evento:
""Black Queens""
url travesti conj las artistas de color de ayer y hoy.
además StripperShow",0
263,Me haces dudar un chingo si la loca soy yo.,1
264,Hoy hablando de si la gente está loca por invertir en NFTs y Crypto recordé como antes la gente mantenía colecciones de filatelia. url,1
265,"No solo eso, ve --&gt; url 

¿Como que no dan pasaportes a gente trans? Me gustaría saber qué pasó. url",0
266,"Cierren las putas puertas a la verga, se meten los vergas mosquitos!!!",1
267,"Como dijo diputado @usuario en su intervención de hoy en el @usuario es urgente que se agenden para votación en el pleno las iniciativas de reconocimiento de identidad de personas trans y la prohibición de las terapias de conversión, ya basta de ignorar derechos LGBT+ url",0
268,"Por jugarle al machito, si en los Juegos Olímpicos quieres vencer, con los homosexuales no te debes meter  emoji pintarse las uñas tono de piel medio emoji  url",0
269,A los únicos que yo voy a respetar su decisión y decir que es no binario son a los hermafroditas o sea en todo el mundo es menos del 1% el cual al día de hoy no he visto a ninguno confundido pidiendo que les reconozcan como no binario jaja,2
270,"Excelente fin de semana
.
url
.
url
.
hashtag team charly diaz hashtag arms hashtag axilas hashtag armpit hashtag armpits hashtag axila hashtag gay hashtag chest hashtag pec hashtag pecs hashtag chestworkout hashtag chestday hashtag abs hashtag hairy hashtag furrychest hashtag furry hashtag muscle hashtag muscleup hashtag bearded hashtag barba hashtag masculine hashtag onlyfans url",0
271,"Aunque se vista de draga, hetero privilegiado se queda  emoji cara con ojos en blanco emoji  url",0
272,"Que difícil ver s los jóvenes de 15 y 17 años, muchos aun buscan su identidad y pasan por diversas etapas, chaka-emo-hipster-bisexual",2
273,"url ¿ahora que?
¡hay! Erickito.
Por que puedo, por quiero y por que se me da la gana.
hashtag estilista hashtag profesional hashtag gay hashtag boy
Soy mi propio estilista, y realmente profesional hashtag monterreycity  hashtag ciudaddelasmontañas url",0
274,"@usuario @usuario lee la carta. Expresamente dice ""derecho de los. Homosexuales al matrimonio"" .Y si pro es una institucion civil",0
275,"@usuario me queer corto porque solo puedo escribir 140 caracteres, eres una mujer admirable en todos Los sentidos y hoy es Tu Dia @usuario  emoji regalo emoji",0
276,@usuario Qué rarita eres,1
277,Puta madre que ir a los angeles sera durante el semestre  emoji cara con ansiedad y sudor emoji  nose si fletarme faltar 12 días,1
278,"@usuario @usuario LOL

X-Men vende más que fast and the furious, transformers, piratas del caribe, Batman (y el DC EU) -&gt; url url",1
279,"Leather NeckFalda a Cuadro
 emoji hierba emoji $100 emoji hierba emoji  emoji hierba emoji $200 emoji hierba emoji 

hashtag sexygay hashtag vil hashtag mexico hashtag arnes hashtag cdmx hashtag harness hashtag todxslxscuerpxs hashtag vilharness hashtag lgbt hashtag gaymexico hashtag bisexual hashtag lesb hashtag gaycdmx hashtag transexual hashtag arneshombre hashtag unisex hashtag arnés hashtag arneses hashtag lenceriahombre hashtag lenceria hashtag gayfetish hashtag fetiche hashtag fetish url",0
280,"@usuario Pues claro que lo extrañan, ya no hay quien lleve putas a las concentraciones.",1
281,@usuario Ola soy una chica travesti lesbiana y ando en busca chica bi para que sea mi ama url,0
282,"@usuario @usuario Ni @usuario ni @usuario lo mencionaron.

Buscando en google news el tema de homofobia en Yucatán tampoco aparece nada (excepto una nota chida de una enfermera trans)

¿Donde están esas muchísimas menciones e imágenes? Digo por que sería chido darles luz.",0
283,"Pueden las mujeres trans:

Ir a miss universo
Hacer deporte
Ir a los baños de mujeres
Enviar selfies  emoji dorso de mano con índice a la izquierda tono de piel claro medio emoji  aquí vamos",0
284,"Me caga hablar 24/7 de temas trans y cosas que me son medio obvias a mi. 

Bleh",0
285,".@usuario tiene una importante colaboración en el hashtag microsoft teams, puedes ver gráficas y métricas con Power BI url",1
286,@usuario @usuario @usuario @usuario @usuario YO A FAVOR DEL DESAFUERO D QUADRI ALTO ALA HOMOFOBIA PANISTA JUICIO POLÍTICO MARGARITA ZABALA ASESINA D NIÑOS BASTA D LOS PERSINADOS HIPÓCRITAS RATEROS RACISTAS VIOLADORES PANISTAS SOY UN CIUDADANO QUE EXIJE RESPETO COMUNIDAD LGTB TRANS SOLO HAGAMOS JUSTICIA NI UN VOTÓ MAS AL PAN url,0
287,"Ando leyendo de las secuelas a largo plazo del COVID y pues.. pfuf. Hay de todo y rarito.

Ansiedad, depresión, insomnia en muchos casos.

Estoy tentada a pensar que chingos de personas ""sin síntomas"" de repente son/somos personas extra ansiosas""

Igual y mañana un Roja de esto.",1
288,"-Eres de mente abierta
-No porque?
-Y esos homosexuales
-No seas culero, son alumnos de la @usuario campus tuxtla.",2
289,"Paola, la chica trans asesinada impunemente en la CDMX url vía @usuario",0
